movie_name,date,regions,types,actors,actor_count,score,vote_count
天堂电影院,2021-06-11,意大利|法国,剧情|爱情,菲利普·努瓦雷|萨瓦特利·卡西欧|雅克·贝汉|马克·莱昂纳蒂|莱奥波多·特里耶斯泰|安东内拉·阿蒂利|恩佐·卡拉瓦勒|艾萨·丹尼埃利|里奥·故罗塔|普佩拉·玛奇奥|阿格妮丝·那诺|塔诺·希玛罗萨|尼古拉·迪·平托|罗伯塔·蕾娜|尼诺·戴罗佐|玛丽娜·朱迪切|比阿特丽斯·帕姆|布丽吉特·佛西|朱塞佩·托纳多雷,19,9.2,708265
芙蓉镇,1987-03-05,中国大陆,剧情|爱情,刘晓庆|姜文|郑在石|张光北|徐松子|祝士彬|刘利年|姜友石|麦文燕|徐宁,10,9.3,162111
辩护人,2013-12-18,韩国,剧情,宋康昊|金英爱|吴达洙|郭度沅|任时完|宋永彰|郑元中|赵敏基|李杭娜|李星民|车光洙|韩基重|沈熙燮|赵莞基|李姃垠|朴成根|郑俊元|李真熙|朴修荣|李率求|张利雨|权五镇|崔正贤|薛昌熙|杨明宪|黄健|曹善默|刘河福|杨道贤|全光镇|申承勇|金佳英|李善熙|车恩在|地乾宇,35,9.2,624004
穿条纹睡衣的男孩,2008-08-28,英国|美国,剧情|战争,阿萨·巴特菲尔德|维拉·法米加|卡拉·霍根|祖萨·霍尔|安贝尔·比蒂|拉斯洛·阿隆|大卫·休里斯|理查德·约翰逊|谢拉·汉考克|伊凡·弗雷贝利|贝拉·费斯彼姆|阿提拉·埃杰德|鲁伯特·弗兰德|大卫·海曼|吉姆·诺顿|杰克·塞隆|米哈利·绍鲍多什|泽索特·萨法尔·科夫卡|奥索利亚·茱莉娅·帕普|Zac Mattoon O'Brien|Domonkos Németh|Henry Kingsmill|Charlie Baker,23,9.2,603799
窃听风暴,2006-03-23,德国,剧情|悬疑,乌尔里希·穆埃|马蒂娜·格德克|塞巴斯蒂安·科赫|乌尔里希·图库尔|托马斯·蒂梅|汉斯-尤韦·鲍尔|沃克马·克莱纳特|马提亚斯·布伦纳|查理·哈纳|赫伯特·克瑙普|巴斯蒂安·特罗斯特|玛丽·格鲁伯|维尔纳·德恩|马丁·布拉姆马赫|托马斯·阿诺德|辛纳克·勋纳曼|路德韦格·布洛克伯格|迈克尔·格伯|吉塔·施维赫夫|希尔德加德·斯罗德|伊嘉·比肯费尔德|凯·伊沃·保利兹|克劳斯·芒斯特,23,9.2,598538
横空出世,1999-12-12,中国大陆,剧情|历史,李雪健|李幼斌|高明|陈瑾|滕汝骏|张勇手|刘琳|陶海|张国民|李晓耕|李胜源|王星瀚|王明智,13,9.4,95775
小鞋子,1997-02-01,伊朗,剧情|儿童|家庭,默罕默德·阿米尔·纳吉|法拉赫阿米尔·哈什米安|巴哈丽·西迪奇|纳菲丝·贾法-穆罕默迪|费雷什特·萨拉班迪|Dariush Mokhtari|克里斯托弗·马利基|少爷占,8,9.2,435986
少年派的奇幻漂流,2012-11-22,美国|中国台湾|英国|加拿大,剧情|奇幻|冒险,苏拉·沙玛|伊尔凡·可汗|拉菲·斯波|阿迪勒·侯赛因|塔布|阿尤什·坦东|加塔姆·贝鲁尔|阿彦·汗|穆德·阿巴斯·卡勒里|维比什·希瓦库玛|热拉尔·德帕迪约|詹姆斯·斋藤|俊·奈托|安德里亚·迪·斯戴法诺|沙拉万提·塞纳特|王柏杰|柯一正|黄健玮|路知行,19,9.1,1414936
怦然心动,2010-07-26,美国,剧情|喜剧|爱情,玛德琳·卡罗尔|卡兰·麦克奥利菲|瑞贝卡·德·莫妮|安东尼·爱德华兹|约翰·马奥尼|佩内洛普·安·米勒|艾丹·奎因|凯文·韦斯曼|摩根·莉莉|瑞安·克茨纳|吉莉安·普法夫|迈克尔·博萨|博·勒纳|杰奎琳·埃沃拉|泰勒·格鲁秀斯|艾莉·布莱恩特|阿什莉·泰勒|伊瑟尔·布罗萨德|科迪·霍恩|迈克尔·博尔顿|肖恩·哈珀|斯戴芬妮·斯考特|帕特丽夏·伦茨|马修·戈尔德|阿罗拉·凯瑟琳·史密斯|凯莉·唐纳利|索菲亚·撒高|米歇尔·梅斯默|斯科特·乔尔·吉兹基|罗德·迈尔斯|卡拉 帕西托|凯特琳·帕西托,32,9.1,1934021
七武士,1954-04-26,日本,动作|冒险|剧情,三船敏郎|志村乔|津岛惠子|岛崎雪子|藤原釜足|加东大介|木村功|千秋实|宫口精二|小杉义男|左卜全|稻叶义男|土屋嘉男|高堂国典|东野英治郎|上田吉二郎|多多良纯|渡边笃|小川虎之助|山形勋|上山草人|清水元|高木新平|大友伸|高原骏雄|稻垣三郎|堺左千夫|千石规子|本间文子|大久保正信|伊藤实|大村千吉|广濑正一|宇野晃司|谷晃|中岛春雄|清水美恵|熊谷卓三|夏木顺平|岩本弘司|堤康久|马野都留子|森今日子|加藤武|仲代达矢|宇津井健|山本廉|登山晴子|林幹|东静子,50,9.3,213169
飞屋环游记,2009-08-04,美国,剧情|喜剧|动画|冒险,爱德华·阿斯纳|克里斯托弗·普卢默|乔丹·长井|鲍勃·彼德森|德尔罗伊·林多|杰罗姆·兰福特|约翰·拉森贝格|大卫·卡耶|艾丽·道克特|杰里米·利里|米凯·麦高万|丹尼·曼恩|唐纳德·富利洛夫|杰斯·哈梅尔|乔什·库雷|彼特·道格特|布兰达∙查普曼|泰迪·牛顿|保罗·伊丁|托尼·弗希勒|雪莉·琳恩,21,9.1,1404601
猫鼠游戏,2003-04-11,美国|加拿大,传记|犯罪|剧情,莱昂纳多·迪卡普里奥|汤姆·汉克斯|克里斯托弗·沃肯|马丁·辛|艾米·亚当斯|詹妮弗·加纳|伊丽莎白·班克斯|纳塔莉·贝伊|詹姆斯·布洛林|艾伦·旁派|南希·利内翰|布莱恩·豪威 |弗兰克·约翰·休斯|克里斯·埃里斯|托马斯·科帕切|约翰·芬|温迪·沃辛顿|罗伯特·库蒂斯·布朗|弗兰克·阿巴内尔|亚历克斯·比斯平|童自荣|让·弗朗索瓦·布兰查德|斯蒂夫·维亭|艾米·阿克|Jillian Clare|肖恩·埃德尔曼|杰西米·杰西卡·安东尼|J.帕特里克·麦克康尔马克|詹姆斯·莫里森,29,9.1,1111410
何以为家,2019-04-29,黎巴嫩|美国|法国|塞浦路斯|卡塔尔|英国,剧情,赞恩·阿尔·拉菲亚|约丹诺斯·希费罗|博鲁瓦蒂夫·特雷杰·班科尔|卡萨尔·艾尔·哈达德|法迪·尤瑟夫|海塔·塞德拉·伊扎姆|阿拉·乔什涅|娜丁·拉巴基|埃利亚斯·库利|努尔·艾尔·侯赛尼,10,9.1,1103581
罗马假日,1953-08-20,美国,喜剧|剧情|爱情,奥黛丽·赫本|格利高里·派克|埃迪·艾伯特|哈特利·鲍尔|哈考特·威廉姆斯|玛格丽特·罗林斯|托里奥·卡米纳提|保罗·卡利尼|克劳迪奥·埃尔梅利|保拉·布鲁布尼|里佐·弗雷多里佐|劳拉·索拉里|Gorella Gori|Armando Annuale|毛里齐奥·阿雷纳|Silvio Bagolini|Gildo Bocci|弗兰科·科尔萨罗|John Cortay|Vittoria Crispo|Sidney Gordon|Luigi Moneta|Piero Pastore|米莫·波利|Carlo Rizzo|Gianna Segale|阿梅代奥·特里利|海伦·塔布斯|马科·图里|Joop van Hulzen|凯瑟琳·惠勒|Judy Wyler|陆建艺|金毅,34,9.1,995031
闻香识女人,1992-12-23,美国,剧情,阿尔·帕西诺|克里斯·奥唐纳|詹姆斯·瑞布霍恩|加布里埃尔·安瓦尔|菲利普·塞默·霍夫曼|理查德·文彻|布莱德利·惠特福德|罗谢尔·奥利弗|托德·路易斯|马特·史密斯|吉恩·坎菲尔德|弗兰西丝·康罗伊|J.T. Cromwell|沈晓谦|吴俊全|Dan Gifford|弗朗西斯·斯威夫特|朗·埃达德|Leonard Gaines|Peter Carew|安赫·道格|Baxter Harris|大卫·兰斯布里|Jack Mulcahy|Sally Murphy|Michael Santoro|朱恩·斯奎布,27,9.1,949845
指环王1：护戒使者,2002-04-04,新西兰|美国,剧情|动作|奇幻|冒险,伊利亚·伍德|西恩·奥斯汀|伊恩·麦克莱恩|维果·莫腾森|奥兰多·布鲁姆|多米尼克·莫纳汉|比利·博伊德|克里斯托弗·李|马尔顿·索克斯|梅根·爱德华兹|伊安·霍姆|凯特·布兰切特|阿兰·霍华德|马克·弗格森|肖恩·宾|萨拉·贝克|劳伦斯·马克奥雷|安迪·瑟金斯|彼得·麦肯齐|伊恩·穆内|克雷格·帕克|卡梅隆·罗德|约翰·瑞斯-戴维斯|丽芙·泰勒|大卫·韦瑟莱|雨果·维文|菲利普·格里夫|威廉·约翰逊|伊丽莎白·穆迪|布莱恩·瑟金特|杰德·布罗菲|诺曼·凯茨|兰德尔·威廉·库克|萨比恩·克洛森|西奥沙福瓦|本·弗兰舍姆|彼得·杰克逊|艾伦·李|诺埃尔·阿普利比|Michael Elsworth|Sarah McLeod|马丁·桑德森|Harry Sinclair|吉诺·阿赛维多|Jarl Benzon|Jørn Benzon|Ben Britton|Jonathan Harding|Taea Hartwell|Sam Kelly|姜广涛|张磊|史蒂夫·雷恩斯菲尔德|努罗阿·波阿|戴维·J·穆泽罗尔|周志强|布雷特·麦肯齐|丹尼尔·安德鲁斯,58,9.1,899346
美丽心灵,2001-12-13,美国,传记|剧情,罗素·克劳|艾德·哈里斯|詹妮弗·康纳利|克里斯托弗·普卢默|保罗·贝坦尼|亚当·戈德堡|乔什·卢卡斯|安东尼·拉普|贾森·加里-斯坦福德|贾德·赫希|奥斯汀·潘德尔顿|薇薇·卡登尼|吉莉·西蒙|维克多·斯坦巴赫|坦娅·克拉克|罗伊·辛尼斯|谢丽尔·霍华德|兰斯·霍华德|简·詹金斯|乔什·帕斯|瓦伦蒂娜·卡迪纳利|蒂格尔·F·伯格里|迈克尔·埃斯佩尔|艾米·瓦尔兹|小艾德.朱普|卡拉·奥奇格罗索|斯特里奥·萨万特|迈克尔·阿伯特|雷吉·奥斯汀|凯德·比特纳|理查·布莱恩特|丹·陈|乔纳·福尔肯|法布里奇奥·范特|斯科特·费恩斯特罗姆|迈克尔·菲奥里|塞斯·盖贝尔|埃文·哈特|杰森·霍顿|布莱丝·达拉斯·霍华德|朗·霍华德|多里·曼佐尔|罗伯特·迈尔斯|里德·彭尼|米尔斯·彼埃尔|肖恩·里德|詹姆斯·霍纳|Erik Van Wyck,48,9.1,811638
一一,2000-05-14,中国台湾|日本,剧情|爱情|家庭,李凯莉|金燕玲|张洋洋|萧淑慎|尾形一成|陈希圣|林孟瑾|陈以文|柯宇纶|张育邦|柯素云|唐如韫|徐淑媛|曾心怡|陶传正|杨德昌|戴立忍|津田健次郎|唐从圣|许安安|宋少卿|刘亮佐|李永丰|江惠惠|孙法钧|谢念祖|彭鎧立,27,9.1,441079
拯救大兵瑞恩,1998-11-13,美国,剧情|战争,汤姆·汉克斯|汤姆·塞兹摩尔|爱德华·伯恩斯|巴里·佩珀|亚当·戈德堡|范·迪塞尔|吉奥瓦尼·瑞比西|杰瑞米·戴维斯|马特·达蒙|特德·丹森|保罗·吉亚玛提|丹尼斯·法里纳|马克斯·马蒂尼|丹兰·布鲁诺|丹尼尔·切尔奎拉|迪米特里·格里特萨斯|史蒂夫·格里芬|彼得·迈尔斯|亚当·肖|罗尔夫·萨克森|克里·约翰逊|洛克兰·艾肯|尚恩·约翰逊|莱尔德·曼辛托斯|安德鲁·斯科特|马修·夏普|文森特·沃尔什|约翰·沙拉恩|马丁·哈伯|罗非洛·迪格托勒|恩里奇·雷德曼|米歇尔·埃文斯|内森·菲利安|利兰·奥瑟|大卫·维格|瑞恩·赫斯特|哈威·普雷斯内尔|代尔·戴|布莱恩·克兰斯顿|大卫·沃尔|埃里克·罗兰|哈里逊·杨|凯思琳·拜荣|约翰·德·兰西|詹姆斯·恩布里|德里克·李|若昂·科斯塔·梅内塞斯|马克·施泰因迈尔|布莱恩·格拉格提|徐光宇|田二喜|山姆·埃利斯|里奥·斯特兰斯基,53,9.1,683902
音乐之声,1965-03-02,美国,剧情|传记|爱情|歌舞,朱莉·安德鲁斯|克里斯托弗·普卢默|埃琳诺·帕克|理查德·海顿|佩吉·伍德|查尔敏·卡尔|希瑟·孟席斯-尤里克|尼古拉斯·哈蒙德|杜安·蔡斯|安吉拉·卡特怀特|黛比·特纳|基姆·卡拉思|安娜·李|波希娅·纳尔逊|本·怀特|丹尼尔·特鲁希特|诺玛·威登|吉尔克里斯特·斯图尔特|马妮·尼克松|埃瓦德妮·贝克|多丽丝·劳埃德|格特鲁德·阿斯特|弗兰克·贝克|史蒂夫·卡鲁瑟斯|山姆·哈里斯|多罗西·吉金斯|利奥达·理查德斯|杰弗里·塞尔|伯纳德·赛尔|诺尔曼·斯蒂凡斯|伯特史蒂文斯|玛丽亚·冯·特拉普|毕克|李梓,34,9.1,640638
两杆大烟枪,1998-08-28,英国,剧情|喜剧|犯罪,杰森·弗莱明|德克斯特·弗莱彻|尼克·莫兰|杰森·斯坦森|斯蒂文·麦金托什|尼古拉斯·罗尔|维尼·琼斯|蓝尼·麦克林|P.H.莫里亚蒂|弗兰克·哈珀|史蒂夫·斯威尼|休吉·里弗|罗尼·福克斯|斯蒂芬·马库斯|瓦斯·布莱克伍德|斯汀|杰克·亚伯拉罕|罗伯·布莱顿|薇拉·黛|阿兰·福德|席德·戈尔德|丹尼·约翰-儒勒|维克多·麦奎尔|安德鲁·蒂曼|马修·沃恩|布拉德·雅各布维茨,26,9.1,633488
飞越疯人院,1975-11-19,美国,剧情,杰克·尼科尔森|丹尼·德维托|克里斯托弗·洛伊德|路易丝·弗莱彻|威尔·萨姆森|特德·马克兰德|布拉德·道里夫|斯加特曼·克罗索斯|迈克尔·贝里曼|彼得·布罗科|穆瓦科·卡姆布卡|威廉·达尔|乔西普·艾利克|西德尼·拉斯克|凯·李|德怀特·马费尔德|路易莎·莫里茨|威廉·雷德菲尔德|菲利普·罗斯|米米·萨奇席恩|文森特·斯卡维利|米斯·斯马尔|德罗斯·V·史密斯|迈克尔·道格拉斯|柯克·道格拉斯|博·古德曼|索尔·扎恩兹|肯·凯西|厄比·史密斯,29,9.1,574804
南海十三郎,1997-05-15,中国香港,剧情|传记|爱情,谢君豪|苏玉华|吴绮莉|黄霑|潘灿良|张国权|陈志辉|陈琪|袁富华|邱万城|周志辉|田二喜|梁汉威|罗慧虹|司马华龙|何云|邓祥|李镇洲,18,9.3,89144
城市之光,1931-01-30,美国,喜剧|剧情|爱情,查理·卓别林|弗吉尼亚·切瑞尔|佛罗伦斯·李|亨利·伯格曼|珍·哈露|哈里·克罗克|阿尔·欧内斯特·加西亚|汉克·曼|哈利·迈耶斯|约翰兰德|罗伯特·帕里什|罗伯特·格雷夫斯|艾伯特·奥斯汀,13,9.3,158830
美国往事,1984-02-17,美国|意大利,犯罪|剧情,罗伯特·德尼罗|詹姆斯·伍兹|伊丽莎白·麦戈文|乔·佩西|伯特·杨|塔斯黛·韦尔德|特里特·威廉斯|丹尼·爱罗|理查德·布赖特|詹姆斯·海登|威廉·弗西斯|达兰妮·弗鲁格|拉里·拉普|理查德·弗让吉|罗伯特·哈珀|詹妮弗·康纳利|赛尔乔·莱昂内|斯科特·提勒|詹姆斯·拉索|布莱恩·布鲁姆|鲁斯蒂·雅各布斯|奥丽娃·维拉索布罗斯|玛西娅·让·库尔茨|阿诺恩·米尔坎|马里奥·布雷加|保罗·赫尔曼|迈克·莫内蒂|朱莉·科恩|诺亚·莫扎兹|阿德里安·柯兰|布鲁斯·巴伦堡|艾米·莱德,32,9.1,441446
我不是药神,2018-07-05,中国大陆,剧情|喜剧,徐峥|王传君|周一围|谭卓|章宇|杨新鸣|王佳佳|王砚辉|贾弘逍|龚蓓苾|宁浩|李乃文|岳小军|苇青|富冠铭|巴拉特·巴蒂|喜利图|张海艳|朱耕佑|张子贤|邓飞|任洛敏|杜子蓝|刘兴雷|杜家毅|宁晓志|刘頔|马千壹|石强|甘昀宸|何李宁|陈翃|金宸邦|朱卫民|吴健|姜蓉蓉,36,9.0,2220119
让子弹飞,2010-12-16,中国大陆|中国香港,剧情|喜剧|动作|西部,姜文|葛优|周润发|刘嘉玲|陈坤|张默|姜武|周韵|廖凡|姚橹|邵兵|苗圃|冯小刚|胡军|马珂|白冰|杜奕衡|李静|胡明|危笑|杨奇雨|赵铭|岳红|郭俊立|绀野千春|宣晓鸣|吴昔果|陈磊|文祥|姜洪齐|沙瑀|马元,32,9.0,1800913
狩猎,2012-05-20,丹麦|瑞典,剧情,麦斯·米科尔森|托玛斯·博·拉森|安妮卡·韦德科普|拉丝·弗格斯托姆|苏西·沃德|亚历山德拉·拉帕波特|布贾内·亨里克森|安妮·路易丝·哈辛|拉斯·兰特|Jakob Højlev Jørgensen|拉斯穆斯·林德·鲁宾|塞巴斯蒂安·布尔,12,9.1,426427
未麻的部屋,1997-08-05,日本,剧情|犯罪|动画|悬疑|惊悚,岩男润子|松本梨香|辻亲八|大仓正章|秋元羊介|盐屋翼|堀秀行|筱原惠美|江原正士|梁田清之|古泽彻|新山志保|Emiko Furukawa|Aya Hara|三木真一郎|山野井仁|田野惠|长嶝高士|陶山章央|细井治|保志总一朗|谷山纪章|远近孝一|本井英美,24,9.1,382559
摔跤吧！爸爸,2017-05-05,印度,剧情|传记|运动|家庭,阿米尔·汗|法缇玛·萨那·纱卡|桑亚·玛荷塔|阿帕尔夏克提·库拉那|沙克希·坦沃|塞伊拉·沃西|苏哈妮·巴特纳格尔|里特维克·萨霍里|吉里什·库卡尼|什沙尔·夏尔马|维万·巴特那,11,9.0,1648723
忠犬八公物语,1987-08-01,日本,剧情,仲代达矢|八千草薰|柳叶敏郎|尾美利德|石野真子|春川真澄|殿山泰司|加藤嘉|井川比佐志|山本圭|片桐入|浦边粂子|高桥长英|石仓三郎|岸部四郎|樋浦勉|原知佐子|川上夏代|野口文惠|黑田亚瑟|中村美代子|平林尚三|田山真美子|及川以造|高崎隆二|谷津勋|三木纪平|泉谷茂|菅井琴|加藤登纪子|长门裕之|山城新伍|田村高广,33,9.2,206862
春光乍泄,1997-05-17,中国香港|日本|韩国,剧情|爱情|同性,张国荣|梁朝伟|张震|格利高里·戴顿,4,9.0,670088
无人知晓,2004-05-13,日本,剧情,柳乐优弥|北浦爱|木村飞影|清水萌萌子|韩英惠|江原由希子|串田和美|冈元夕纪子|楯隆子|加濑亮|村野友希|田中庆太|木村佑一|远藤宪一|寺岛进|平泉成,16,9.1,347363
完美的世界,1993-11-24,美国,剧情|犯罪,凯文·科斯特纳|劳拉·邓恩|克林特·伊斯特伍德|T·J·劳瑟|基斯·斯扎拉巴基克|马可·佩雷拉|Elizabeth Ruscio|布兰顿·史密斯|伍迪·沃森|凯文·贾马尔·伍德斯|布莱德利·惠特福德|雷·迈克金农|James W. Gavin|吉米·雷·皮肯斯|Gary Moody|加布里埃尔·福尔斯|里奥·伯梅斯特|达里尔·考克斯|Greg Stechman|玛丽·爱丽丝|布鲁斯·麦克吉尔|Tony Frank|Cameron Finley|乔治·奧瑞森|丹尼斯莱茨|露西·李·菲利平|约翰·M·杰克逊|James Jeter|克雷格·豪斯金|Ed Geldart,30,9.1,337677
本杰明·巴顿奇事,2008-12-25,美国,剧情|爱情|奇幻,凯特·布兰切特|布拉德·皮特|朱莉娅·奥蒙德|芳妮·A·钱勃丝|伊莱亚斯·科泰斯|杰森·弗莱明|大卫·詹森|蒂尔达·斯文顿|艾丽·范宁|乔安娜·塞勒|乔什·斯图沃特|丹尼·文森|塔拉吉·P·汉森|马赫沙拉·阿里|菲奥娜·黑尔|唐娜·杜普兰提尔|兰斯·E·尼克尔斯|特德·曼森|克莱·卡伦|菲利斯·萨莫维尔|杰瑞德·哈里斯|麦迪逊·贝蒂|汤姆·埃沃雷特|克里斯托弗·马克斯韦尔|伊利亚·沃里克|马莱丽·格雷迪|查尔斯·亨利·维森|瓦莱斯卡·米勒|希洛·朱莉-皮特|艾德里安·阿马斯|维布尔·弗利茨杰拉德|大卫·詹森|钱德勒·坎特布瑞|艾玛·德吉斯泰德特,34,9.0,1042229
搏击俱乐部,1999-09-10,美国,剧情|动作|悬疑|惊悚,爱德华·诺顿|布拉德·皮特|海伦娜·伯翰·卡特|扎克·格雷尼尔|米特·洛夫|杰瑞德·莱托|艾恩·贝利|里奇蒙德·阿奎特|乔治·马奎尔|保罗·卡拉夫特斯|Tyrone R. Livingston|劳伦·桑切斯|马特·温斯顿|斯图尔特·布拉姆博格|Scotch Ellis Loring|Andi Carnick|Markus Redmond|大卫·安德鲁斯|布拉德·雅各布维茨|以斯拉·巴兹顿|迈克尔·肖姆斯·维尔斯|卡尔·西阿法里奥|鲍勃·斯蒂芬森|欧根妮·邦杜兰特|凯文·斯科特·麦克|埃文·米兰德|Bennie Moore|乔伊·比索奈特|克里斯蒂娜·卡伯特|大卫·李·史密斯|霍特·麦克卡兰尼,31,9.0,902908
心灵捕手,1997-12-05,美国,剧情,马特·达蒙|罗宾·威廉姆斯|本·阿弗莱克|斯特兰·斯卡斯加德|明妮·德里弗|卡西·阿弗莱克|科尔·豪瑟|约翰·迈顿|丹·华盛顿|艾莉森·福兰德|维克·萨海|史蒂文·科兹洛夫斯基|斯科特·威廉姆·文特斯|吉米·弗林|乔治·普林普顿|弗朗切斯科·克莱门特|菲利普·威廉姆斯,17,9.0,766872
喜宴,1993-08-04,中国台湾|美国,剧情|喜剧|爱情|同性|家庭,赵文瑄|归亚蕾|郎雄|金素梅|米切尔·利希藤斯坦|迈克尔·加斯顿|许永德|尼尔·哈夫|李淳|汉娜·沙利文|杨元提|姚培德|李安,13,9.0,394498
超脱,2011-04-25,美国,剧情,阿德里安·布罗迪|马西娅·盖伊·哈登|詹姆斯·肯恩|克里斯蒂娜·亨德里克斯|刘玉玲|布莱思·丹纳|蒂姆·布雷克·尼尔森|威廉·彼德森|布莱恩·克兰斯顿|萨米·盖尔|路易斯·佐里奇|小伊塞亚·维特洛克|大卫·豪森|约翰·塞纳迭姆博|西莉亚·奥|罗南·鲁宾斯坦|阿尔·卡尔德隆|布雷南·布朗|里根·利奥纳德|詹姆斯·霍西|乔什·帕斯|瑞内·菲利斯·史密斯|道格·伊·道格|帕特里夏·雷|萨曼萨·罗根|拉尔夫·罗德里格斯|玛丽·乔伊|亚伦·索特|塔里克·穆杜,29,9.0,662926
城南旧事,1983,中国大陆,剧情,沈洁|张丰毅|张闽|郑振瑶|严翔|田春奎|史原|徐才根|谭宗尧|洪融|李季|朱莎|崇文平|周起|袁佳奕|季虹|马景龙|茂路|李农|林彬|乔林|秦焰,22,9.1,136139
小森林 夏秋篇,2014-08-30,日本,剧情,桥本爱|三浦贵大|松冈茉优|温水洋一|桐岛加恋|筱川桃音,6,9.0,448662
玛丽和马克思,2009-01-15,澳大利亚|美国,剧情|喜剧|动画,托妮·科莱特|菲利普·塞默·霍夫曼|巴瑞·哈姆弗莱斯|艾瑞克·巴纳|贝塔尼·维特莫尔|蕾妮·盖耶|伊恩·莫利·梅尔德伦|朱莉·福塞斯|约翰·弗劳思|克里斯托弗·马西|卡罗琳·莎士比亚-艾伦|琳恩·史密斯|迈克尔·延纳,13,9.0,438114
